HST Benennung,HT Benennung,UT Benennung,Karosserie,Neupreis Brutto,Produktgruppe,Kraftstoffart,Schadstoffklasse,CCM,KW,HST PS,Getriebeart,Getriebe Benennung,Anzahl der Türen,Leergewicht,Zuladung,Zulässiges GG,Länge,Breite,Höhe,CO2-Emissionen,Min Energieeffizienzklasse,Antrieb,KSTA Motor,HST-HT Benennung
Fiat,500 Cabrio (150)(2009->),Collezione,Ca        ,19362,Cabrio bis Kompaktklasse,BS,E6,895,63,88,Automatikgetriebe,"Getriebe 5-Gang - Dualogic, automatisiertes Schaltgetriebe (MTA)",2,1072,345,1374.9547699902646,3580,1616,1500,88,A,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),Collezione,Ca        ,20529,Cabrio bis Kompaktklasse,BS,E6,831,63,87,Schaltgetriebe,Getriebe 5-Gang,2,1057,353,1398.0336122918275,3539,1577,1473,90,A,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),S (06.2016 ->),Ca        ,20254,Cabrio bis Kompaktklasse,BS,6T,888,61,86,Schaltgetriebe,Getriebe 5-Gang,2,1004,351,1383.1741299592047,3636,1684,1522,117,D,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),Anniversario,Ca        ,20249,Cabrio bis Kompaktklasse,BS,E6,881,62,62,Schaltgetriebe,Getriebe 5-Gang,2,991,370,1376.1958949741202,3651,1627,1427,90,A,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),Anniversario,Ca        ,19795,Cabrio bis Kompaktklasse,BS,E6,881,63,62,Automatikgetriebe,"Getriebe 5-Gang - Dualogic, automatisiertes Schaltgetriebe (MTA)",2,975,363,1382.3069142197005,3601,1690,1523,88,A,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),Mirror,Ca        ,20362,Cabrio bis Kompaktklasse,BS,E6,879,62,86,Schaltgetriebe,Getriebe 5-Gang,2,1035,343,1395.9284356153905,3638,1629,1492,90,A,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),Mirror,Ca        ,20393,Cabrio bis Kompaktklasse,BS,E6,891,64,84,Automatikgetriebe,"Getriebe 5-Gang - Dualogic, automatisiertes Schaltgetriebe (MTA)",2,1042,343,1376.3370079709325,3660,1611,1469,88,A,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),120th,Ca        ,20968,Cabrio bis Kompaktklasse,BS,6T,854,61,88,Schaltgetriebe,Getriebe 5-Gang,2,1107,317,1429.5288208335098,3570,1618,1499,110,C,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),RockStar,Ca        ,20654,Cabrio bis Kompaktklasse,BS,6T,861,63,84,Schaltgetriebe,Getriebe 5-Gang,2,1066,302,1403.1337169659082,3614,1594,1486,110,C,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),Star,Ca        ,20863,Cabrio bis Kompaktklasse,BS,6T,862,63,85,Schaltgetriebe,Getriebe 5-Gang,2,1069,312,1370.4148055886592,3405,1668,1452,110,C,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),DolceVita,Ca        ,23703,Cabrio bis Kompaktklasse,BS,6T,856,61,86,Schaltgetriebe,Getriebe 5-Gang,2,1124,320,1401.303363619984,3483,1648,1466,110,C,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),60th Anniversary,Ca        ,24058,Cabrio bis Kompaktklasse,BS,E6,875,63,86,Automatikgetriebe,"Getriebe 5-Gang - Dualogic, automatisiertes Schaltgetriebe (MTA)",2,1022,373,1422.8910418828991,3556,1580,1518,88,A,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Smart,fourtwo cabrio (11.2015->),Basis (66 kW) (453.444),Ca        ,15889,Minicars,BS,E6,879,68,87,Automatikgetriebe,Getriebe 6-Gang - Doppelkupplungsgetriebe DCT,2,945,236,1215.9730941511525,2571,1649,1550,97,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
Smart,fourtwo cabrio (11.2015->),Basis (66 kW) (453.444),Ca        ,15639,Minicars,BS,E6,893,66,90,Schaltgetriebe,Getriebe 5-Gang,2,936,231,1175.1949776034583,2615,1654,1543,99,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
Smart,fourtwo cabrio (11.2015->),Basis (66 kW) (453.444),Ca        ,16283,Minicars,BS,E6,935,65,90,Automatikgetriebe,Getriebe 6-Gang - Doppelkupplungsgetriebe DCT,2,949,238,1183.4697637626382,2672,1642,1579,97,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
Smart,fourtwo cabrio (11.2015->),Basis (66 kW) (453.444),Ca        ,16017,Minicars,BS,E6,889,67,90,Schaltgetriebe,Getriebe 5-Gang,2,979,237,1156.1089237642443,2708,1641,1605,99,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
Smart,fourtwo cabrio (11.2015->),Basis (66 kW) (453.444),Ca        ,17074,Minicars,BS,E6,936,66,87,Schaltgetriebe,Getriebe 5-Gang,2,961,232,1204.047901906321,2637,1691,1552,99,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
Smart,fourtwo cabrio (11.2015->),Basis (66 kW) (453.444),Ca        ,16478,Minicars,BS,E6,898,64,89,Automatikgetriebe,Getriebe 6-Gang - Doppelkupplungsgetriebe DCT,2,968,229,1195.2635392166287,2642,1706,1599,97,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
Smart,fourtwo cabrio (11.2015->),Basis (66 kW) (453.444),Ca        ,18008,Minicars,BS,E6,901,66,87,Automatikgetriebe,Getriebe 6-Gang - Doppelkupplungsgetriebe DCT,2,976,237,1155.4807882435948,2601,1629,1524,97,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
Smart,fourtwo cabrio (11.2015->),Basis (66 kW) (453.444),Ca        ,18013,Minicars,BS,E6,902,66,89,Schaltgetriebe,Getriebe 5-Gang,2,958,229,1223.048848967182,2725,1650,1502,99,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
Smart,fourtwo cabrio (11.2015->),Basis (66 kW) (453.444),Ca        ,20107,Minicars,BS,E6,912,66,91,Automatikgetriebe,Getriebe 6-Gang - Doppelkupplungsgetriebe DCT,2,966,233,1196.5320811604759,2661,1663,1587,99,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
Smart,fourtwo cabrio (11.2015->),Basis (66 kW) (453.444),Ca        ,20117,Minicars,BS,E6,890,67,91,Schaltgetriebe,Getriebe 5-Gang,2,954,238,1244.7262562057135,2775,1620,1583,99,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
MINI,Cabrio (F57)(2015->),One,Ca        ,21945,Cabrio bis Kompaktklasse,BS,E6,1185,77,107,Schaltgetriebe,Getriebe 6-Gang,2,1303,456,1688.5781880738218,3739,1769,1417,116,B,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),One,Ca        ,22624,Cabrio bis Kompaktklasse,BS,E6,1544,72,102,Schaltgetriebe,Getriebe 6-Gang,2,1204,466,1640.6571276362868,3822,1712,1391,115,B,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),One,Ca        ,22940,Cabrio bis Kompaktklasse,BS,E6,1438,73,104,Schaltgetriebe,Getriebe 6-Gang,2,1251,453,1676.00266492995,3829,1739,1403,115,B,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),One,Ca        ,24019,Cabrio bis Kompaktklasse,BS,6T,1534,73,102,Schaltgetriebe,Getriebe 6-Gang,2,1345,431,1599.011383623444,3674,1715,1388,131,C,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),One Sidewalk,Ca        ,28798,Cabrio bis Kompaktklasse,BS,6T,1495,74,104,Schaltgetriebe,Getriebe 6-Gang,2,1346,422,1637.3837340336745,3803,1671,1407,131,C,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),One Sidewalk Trim,Ca        ,30005,Cabrio bis Kompaktklasse,BS,6T,1484,75,100,Schaltgetriebe,Getriebe 6-Gang,2,1262,426,1667.944521025339,3692,1711,1416,131,C,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
Fiat,500 Cabrio (150)(2009->),Lounge,Ca        ,20564,Cabrio bis Kompaktklasse,BS,E6,880,73,105,Schaltgetriebe,Getriebe 6-Gang,2,1087,333,1430.7282845272553,3574,1625,1476,99,B,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),S (06.2016 ->),Ca        ,19838,Cabrio bis Kompaktklasse,BS,E6,905,76,106,Schaltgetriebe,Getriebe 6-Gang,2,1044,338,1398.7892687727613,3570,1627,1459,99,B,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),Collezione,Ca        ,20171,Cabrio bis Kompaktklasse,BS,E6,866,77,103,Schaltgetriebe,Getriebe 6-Gang,2,1071,347,1406.4351926531567,3492,1599,1465,99,B,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),Anniversario,Ca        ,21128,Cabrio bis Kompaktklasse,BS,E6,849,75,105,Schaltgetriebe,Getriebe 6-Gang,2,1011,370,1414.4222299505448,3436,1625,1460,99,B,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Fiat,500 Cabrio (150)(2009->),Mirror,Ca        ,20901,Cabrio bis Kompaktklasse,BS,E6,848,80,106,Schaltgetriebe,Getriebe 6-Gang,2,1043,345,1416.3337215816975,3623,1592,1500,99,B,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Basis BMT/Start-Stopp,Ca        ,23099,Cabrio bis Kompaktklasse,BS,E6,1206,75,105,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,2,1416,390,1787.3767178629598,4282,1885,1458,123,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Basis BMT/Start-Stopp,Ca        ,24222,Cabrio bis Kompaktklasse,BS,E6,1179,75,105,Schaltgetriebe,Getriebe 6-Gang,2,1387,398,1785.4870833920754,4376,1901,1519,125,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Fiat,500 Cabrio (150)(2009->),60th Anniversary,Ca        ,23129,Cabrio bis Kompaktklasse,BS,E6,900,75,104,Schaltgetriebe,Getriebe 6-Gang,2,1043,333,1364.334159458018,3618,1585,1459,100,B,FA        ,STANDARD ->B,Fiat-500 Cabrio (150)(2009->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Design BMT/Start-Stopp,Ca        ,25084,Cabrio bis Kompaktklasse,BS,E6,1185,77,102,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,2,1370,387,1796.4270767155292,4250,1786,1448,123,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Design BMT/Start-Stopp,Ca        ,24865,Cabrio bis Kompaktklasse,BS,E6,1193,77,101,Schaltgetriebe,Getriebe 6-Gang,2,1398,393,1818.7208879094221,4324,1771,1435,125,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Karmann BMT/Start-Stopp,Ca        ,26881,Cabrio bis Kompaktklasse,BS,E6,1202,79,105,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,2,1341,377,1700.5,4195,1851,1482,123,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Karmann BMT/Start-Stopp,Ca        ,26205,Cabrio bis Kompaktklasse,BS,E6,1194,75,106,Schaltgetriebe,Getriebe 6-Gang,2,1374,382,1770.8981800173497,4410,1750,1440,125,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Sound BMT/Start-Stopp,Ca        ,28448,Cabrio bis Kompaktklasse,BS,E6,1153,78,106,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,2,1390,392,1802.3359446150919,4246,1843,1474,123,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Sound BMT/Start-Stopp,Ca        ,28072,Cabrio bis Kompaktklasse,BS,E6,1194,78,106,Schaltgetriebe,Getriebe 6-Gang,2,1384,384,1807.2479886149274,4166,1779,1474,125,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Dune BMT/Start-Stopp,Ca        ,29662,Cabrio bis Kompaktklasse,BS,E6,1186,74,102,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,2,1453,345,1835.381828525681,4238,1833,1512,126,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Dune BMT/Start-Stopp,Ca        ,28669,Cabrio bis Kompaktklasse,BS,E6,1199,75,106,Schaltgetriebe,Getriebe 6-Gang,2,1513,332,1838.643495286595,4421,1817,1432,129,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Exclusive Design BMT/Start-Stopp,Ca        ,29285,Cabrio bis Kompaktklasse,BS,E6,1179,74,101,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,2,1403,381,1806.7958335510336,4175,1832,1485,123,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Volkswagen,Beetle Cabriolet (5C8)(05.2016->),Exclusive Design BMT/Start-Stopp,Ca        ,29486,Cabrio bis Kompaktklasse,BS,E6,1189,77,105,Schaltgetriebe,Getriebe 6-Gang,2,1378,394,1776.1147621458074,4332,1853,1462,125,B,FA        ,STANDARD ->B,Volkswagen-Beetle Cabriolet (5C8)(05.2016->)
Smart,fourtwo cabrio (11.2015->),Brabus (453.462),Ca        ,23256,Minicars,BS,E6,916,76,104,Automatikgetriebe,Getriebe 6-Gang - Doppelkupplungsgetriebe DCT,2,1087,128,1228.3882909496836,2773,1639,1465,104,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
Smart,fourtwo cabrio (11.2015->),Brabus (453.462),Ca        ,27056,Minicars,BS,E6,891,77,107,Automatikgetriebe,Getriebe 6-Gang - Doppelkupplungsgetriebe DCT,2,1092,132,1205.0749412680009,2766,1635,1527,104,B,HA        ,STANDARD ->B,Smart-fourtwo cabrio (11.2015->)
DS,3 Cabrio (02.2016->),SoChic,Ca        ,21724,Cabrio bis Kompaktklasse,BS,E6,1167,83,111,Schaltgetriebe,Getriebe 5-Gang,2,1252,368,1587.7934897556113,3932,1720,1540,100,A,FA        ,STANDARD ->B,DS-3 Cabrio (02.2016->)
DS,3 Cabrio (02.2016->),SoChic,Ca        ,21422,Cabrio bis Kompaktklasse,BS,E6,1159,81,107,Automatikgetriebe,Getriebe Automatik - (6-Stufen),2,1225,348,1577.1663322810614,3796,1729,1494,112,B,FA        ,STANDARD ->B,DS-3 Cabrio (02.2016->)
DS,3 Cabrio (02.2016->),Performance Line,Ca        ,24884,Cabrio bis Kompaktklasse,BS,E6,1214,82,109,Schaltgetriebe,Getriebe 5-Gang,2,1141,433,1541.4554155398519,4025,1703,1481,100,A,FA        ,STANDARD ->B,DS-3 Cabrio (02.2016->)
DS,3 Cabrio (02.2016->),Performance Line,Ca        ,24277,Cabrio bis Kompaktklasse,BS,E6,1207,83,107,Automatikgetriebe,Getriebe Automatik - (6-Stufen),2,1159,431,1642.1634624746068,3845,1678,1476,112,B,FA        ,STANDARD ->B,DS-3 Cabrio (02.2016->)
DS,3 Cabrio (02.2016->),SportChic,Ca        ,25832,Cabrio bis Kompaktklasse,BS,E6,1187,80,107,Automatikgetriebe,Getriebe Automatik - (6-Stufen),2,1245,372,1656.4822577766097,4137,1705,1489,112,B,FA        ,STANDARD ->B,DS-3 Cabrio (02.2016->)
DS,3 Cabrio (02.2016->),SportChic,Ca        ,26645,Cabrio bis Kompaktklasse,BS,6T,1225,81,108,Automatikgetriebe,Getriebe Automatik - (6-Stufen),2,1272,373,1635.6129892114589,3756,1705,1504,119,B,FA        ,STANDARD ->B,DS-3 Cabrio (02.2016->)
Volkswagen,T-Roc Cabriolet (AC7)(12.2019->),Style,Ca        ,27364,Kompakt-SUV / Geländewagen,BS,6T,1005,84,109,Schaltgetriebe,Getriebe 6-Gang,2,1522,373,1804.4360067159234,4284,1837,1505,123,B,FA        ,STANDARD ->B,Volkswagen-T-Roc Cabriolet (AC7)(12.2019->)
Audi,A3 Cabriolet (8VE)(04.2016->),basis,Ca        ,32659,Cabrio bis Kompaktklasse,BS,E6,1366,85,114,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe S-tronic,2,1407,421,1850.5149420409296,4361,1825,1431,123,B,FA        ,STANDARD ->B,Audi-A3 Cabriolet (8VE)(04.2016->)
Audi,A3 Cabriolet (8VE)(04.2016->),basis,Ca        ,32580,Cabrio bis Kompaktklasse,BS,E6,1373,88,111,Schaltgetriebe,Getriebe 6-Gang,2,1465,411,1836.416701948335,4463,1803,1373,126,B,FA        ,STANDARD ->B,Audi-A3 Cabriolet (8VE)(04.2016->)
Audi,A3 Cabriolet (8VE)(04.2016->),sport,Ca        ,33439,Cabrio bis Kompaktklasse,BS,E6,1354,82,117,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe S-tronic,2,1405,412,1853.4763067151562,4368,1807,1410,123,B,FA        ,STANDARD ->B,Audi-A3 Cabriolet (8VE)(04.2016->)
Audi,A3 Cabriolet (8VE)(04.2016->),sport,Ca        ,33639,Cabrio bis Kompaktklasse,BS,E6,1388,85,117,Schaltgetriebe,Getriebe 6-Gang,2,1467,422,1898.252298278735,4201,1802,1399,126,B,FA        ,STANDARD ->B,Audi-A3 Cabriolet (8VE)(04.2016->)
Audi,A3 Cabriolet (8VE)(04.2016->),design,Ca        ,34582,Cabrio bis Kompaktklasse,BS,E6,1443,85,116,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe S-tronic,2,1394,419,1837.6387354653398,4343,1772,1363,123,B,FA        ,STANDARD ->B,Audi-A3 Cabriolet (8VE)(04.2016->)
Audi,A3 Cabriolet (8VE)(04.2016->),design,Ca        ,33112,Cabrio bis Kompaktklasse,BS,E6,1393,85,115,Schaltgetriebe,Getriebe 6-Gang,2,1423,430,1784.7779210963529,4396,1793,1410,126,B,FA        ,STANDARD ->B,Audi-A3 Cabriolet (8VE)(04.2016->)
Opel,Cascada (01.2013->),Edition,Ca        ,27898,Cabrio bis Kompaktklasse,BS,E6,1354,86,119,Schaltgetriebe,Getriebe 6-Gang,2,1745,402,2102.8615442684036,4698,1864,1385,159,C,FA        ,STANDARD ->B,Opel-Cascada (01.2013->)
Opel,Cascada (01.2013->),Innovation,Ca        ,31856,Cabrio bis Kompaktklasse,BS,E6,1353,85,120,Schaltgetriebe,Getriebe 6-Gang,2,1717,410,2073.291510860753,4782,1757,1454,159,C,FA        ,STANDARD ->B,Opel-Cascada (01.2013->)
Opel,Cascada (01.2013->),Ultimate,Ca        ,33787,Cabrio bis Kompaktklasse,BS,E6,1345,85,126,Schaltgetriebe,Getriebe 6-Gang,2,1721,410,2120.441375399254,4728,1833,1391,159,C,FA        ,STANDARD ->B,Opel-Cascada (01.2013->)
Mazda,MX-5 (ND)(03.2015->),Prime-Line,Ca        ,23140,Sportcabrio / Targa,BS,E6,1492,94,133,Schaltgetriebe,Getriebe 6-Gang,2,967,244,1200.8801788568726,3883,1736,1232,140,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
DS,3 Cabrio (02.2016->),SoChic,Ca        ,23928,Cabrio bis Kompaktklasse,BS,E6,1211,93,133,Schaltgetriebe,Getriebe 6-Gang,2,1256,341,1595.504389365722,4106,1694,1517,112,A,FA        ,STANDARD ->B,DS-3 Cabrio (02.2016->)
Mazda,MX-5 (ND)(03.2015->),Center-Line,Ca        ,24012,Sportcabrio / Targa,BS,E6,1509,96,132,Schaltgetriebe,Getriebe 6-Gang,2,971,231,1215.496046894761,3796,1751,1217,140,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
DS,3 Cabrio (02.2016->),SportChic,Ca        ,25045,Cabrio bis Kompaktklasse,BS,E6,1195,93,126,Schaltgetriebe,Getriebe 6-Gang,2,1281,349,1616.298433894279,3996,1702,1510,112,A,FA        ,STANDARD ->B,DS-3 Cabrio (02.2016->)
DS,3 Cabrio (02.2016->),Performance Line,Ca        ,25693,Cabrio bis Kompaktklasse,BS,E6,1231,97,133,Schaltgetriebe,Getriebe 6-Gang,2,1278,329,1654.7252097591488,4053,1711,1458,112,A,FA        ,STANDARD ->B,DS-3 Cabrio (02.2016->)
Mazda,MX-5 (ND)(03.2015->),Exclusive-Line,Ca        ,26908,Sportcabrio / Targa,BS,E6,1570,98,129,Schaltgetriebe,Getriebe 6-Gang,2,976,243,1201.447417918657,3937,1732,1206,140,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
Mazda,MX-5 (ND)(03.2015->),Sakura,Ca        ,28070,Sportcabrio / Targa,BS,E6,1474,96,124,Schaltgetriebe,Getriebe 6-Gang,2,927,233,1224.4857753009635,3995,1761,1247,139,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
Mazda,MX-5 (ND)(03.2015->),Sports-Line,Ca        ,28375,Sportcabrio / Targa,BS,E6,1504,97,129,Schaltgetriebe,Getriebe 6-Gang,2,945,240,1223.68051380351,3972,1748,1269,140,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
Mazda,MX-5 (ND)(03.2015->),Prime-Line,Ca        ,22814,Sportcabrio / Targa,BS,6T,1464,101,134,Schaltgetriebe,Getriebe 6-Gang,2,1016,220,1270.6315819669273,4001,1736,1232,138,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
Mazda,MX-5 (ND)(03.2015->),Center-Line,Ca        ,25608,Sportcabrio / Targa,BS,6T,1483,96,130,Schaltgetriebe,Getriebe 6-Gang,2,1042,232,1211.217600022217,3864,1752,1286,138,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
Mazda,MX-5 (ND)(03.2015->),Exclusive-Line,Ca        ,27610,Sportcabrio / Targa,BS,6T,1517,95,134,Schaltgetriebe,Getriebe 6-Gang,2,1016,228,1243.5961464137392,4029,1714,1273,138,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
Mazda,MX-5 (ND)(03.2015->),Sports-Line,Ca        ,30364,Sportcabrio / Targa,BS,6T,1445,98,131,Schaltgetriebe,Getriebe 6-Gang,2,974,223,1280.001971816841,3749,1694,1258,138,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
Mazda,MX-5 (ND)(03.2015->),Basis,Ca        ,29317,Sportcabrio / Targa,BS,6D,1515,95,131,Schaltgetriebe,Getriebe 6-Gang,2,993,227,1241.2747633019355,4001,1736,1237,138,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
Mazda,MX-5 (ND)(03.2015->),Selection,Ca        ,32767,Sportcabrio / Targa,BS,6D,1522,92,132,Schaltgetriebe,Getriebe 6-Gang,2,1009,220,1237.5101099731253,3947,1716,1196,138,E,HA        ,STANDARD ->B,Mazda-MX-5 (ND)(03.2015->)
MINI,Cabrio (F57)(2015->),Cooper,Ca        ,25445,Cabrio bis Kompaktklasse,BS,E6,1511,100,132,Automatikgetriebe,Getriebe Automatik - mit Steptronic (6-Stufen),2,1223,445,1634.1871481808323,3918,1758,1402,123,B,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),Cooper,Ca        ,25983,Cabrio bis Kompaktklasse,BS,E6,1549,97,137,Schaltgetriebe,Getriebe 6-Gang,2,1296,449,1663.8605734219248,3791,1700,1394,118,B,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),Cooper,Ca        ,26343,Cabrio bis Kompaktklasse,BS,6T,1477,98,129,Schaltgetriebe,Getriebe 6-Gang,2,1296,440,1729.1753205448274,3892,1756,1432,128,C,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),Cooper,Ca        ,26477,Cabrio bis Kompaktklasse,BS,6T,1563,98,138,Automatikgetriebe,Getriebe Automatik - mit Steptronic (6-Stufen),2,1307,444,1704.7529453609473,3861,1730,1414,118,C,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),Cooper,Ca        ,26904,Cabrio bis Kompaktklasse,BS,6T,1474,100,135,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe mit Steptronic,2,1284,437,1688.5195191680848,3903,1714,1404,123,B,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),Cooper Sidewalk,Ca        ,31025,Cabrio bis Kompaktklasse,BS,6T,1513,100,134,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe mit Steptronic,2,1307,429,1740.6236562170643,3840,1705,1390,123,B,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),Cooper Sidewalk,Ca        ,29965,Cabrio bis Kompaktklasse,BS,6T,1509,99,132,Schaltgetriebe,Getriebe 6-Gang,2,1271,443,1713.3832071935803,3768,1734,1392,128,C,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),Cooper Sidewalk Trim,Ca        ,31119,Cabrio bis Kompaktklasse,BS,6T,1490,101,129,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe mit Steptronic,2,1335,455,1609.3378825339314,3822,1741,1408,123,B,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
MINI,Cabrio (F57)(2015->),Cooper Sidewalk Trim,Ca        ,33049,Cabrio bis Kompaktklasse,BS,6T,1485,100,141,Schaltgetriebe,Getriebe 6-Gang,2,1304,442,1628.145244500074,3847,1744,1432,128,C,FA        ,STANDARD ->B,MINI-Cabrio (F57)(2015->)
